C:\Users\alumno\Desktop\code\autonomous\datos\IMG\center_2019_09_25_11_05_46_107.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\left_2019_09_25_11_05_46_107.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\right_2019_09_25_11_05_46_107.jpg, 0, 0, 0, 7.836018E-05
C:\Users\alumno\Desktop\code\autonomous\datos\IMG\center_2019_09_25_11_05_46_209.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\left_2019_09_25_11_05_46_209.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\right_2019_09_25_11_05_46_209.jpg, 0, 0, 0, 7.793844E-05
C:\Users\alumno\Desktop\code\autonomous\datos\IMG\center_2019_09_25_11_05_46_312.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\left_2019_09_25_11_05_46_312.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\right_2019_09_25_11_05_46_312.jpg, 0, 0, 0, 7.860114E-05
C:\Users\alumno\Desktop\code\autonomous\datos\IMG\center_2019_09_25_11_05_46_412.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\left_2019_09_25_11_05_46_412.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\right_2019_09_25_11_05_46_412.jpg, 0, 0, 0, 7.819883E-05
C:\Users\alumno\Desktop\code\autonomous\datos\IMG\center_2019_09_25_11_05_46_514.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\left_2019_09_25_11_05_46_514.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\right_2019_09_25_11_05_46_514.jpg, 0, 0, 0, 8.068598E-05
C:\Users\alumno\Desktop\code\autonomous\datos\IMG\center_2019_09_25_11_05_46_616.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\left_2019_09_25_11_05_46_616.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\right_2019_09_25_11_05_46_616.jpg, 0, 0, 0, 7.7975E-05
C:\Users\alumno\Desktop\code\autonomous\datos\IMG\center_2019_09_25_11_05_46_716.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\left_2019_09_25_11_05_46_716.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\right_2019_09_25_11_05_46_716.jpg, 0, 0, 0, 8.024009E-05
C:\Users\alumno\Desktop\code\autonomous\datos\IMG\center_2019_09_25_11_05_46_816.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\left_2019_09_25_11_05_46_816.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\right_2019_09_25_11_05_46_816.jpg, 0, 0, 0, 8.058981E-05
C:\Users\alumno\Desktop\code\autonomous\datos\IMG\center_2019_09_25_11_05_46_918.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\left_2019_09_25_11_05_46_918.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\right_2019_09_25_11_05_46_918.jpg, 0, 0, 0, 8.194635E-05
C:\Users\alumno\Desktop\code\autonomous\datos\IMG\center_2019_09_25_11_05_47_021.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\left_2019_09_25_11_05_47_021.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\right_2019_09_25_11_05_47_021.jpg, 0, 0, 0, 8.215032E-05
C:\Users\alumno\Desktop\code\autonomous\datos\IMG\center_2019_09_25_11_05_47_124.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\left_2019_09_25_11_05_47_124.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\right_2019_09_25_11_05_47_124.jpg, 0, 0.1715919, 0, 0.03547033
C:\Users\alumno\Desktop\code\autonomous\datos\IMG\center_2019_09_25_11_05_47_226.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\left_2019_09_25_11_05_47_226.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\right_2019_09_25_11_05_47_226.jpg, 0, 0.4772898, 0, 0.4958484
C:\Users\alumno\Desktop\code\autonomous\datos\IMG\center_2019_09_25_11_05_47_328.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\left_2019_09_25_11_05_47_328.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\right_2019_09_25_11_05_47_328.jpg, 0, 0.773926, 0, 1.245229
C:\Users\alumno\Desktop\code\autonomous\datos\IMG\center_2019_09_25_11_05_47_430.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\left_2019_09_25_11_05_47_430.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\right_2019_09_25_11_05_47_430.jpg, 0, 1, 0, 2.299872
C:\Users\alumno\Desktop\code\autonomous\datos\IMG\center_2019_09_25_11_05_47_530.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\left_2019_09_25_11_05_47_530.jpg, C:\Users\alumno\Desktop\code\autonomous\datos\IMG\right_2019_09_25_11_05_47_530.jpg, 0, 1, 0, 3.468799
